"t","q2","q3","q4","mu1","mu2","mu3","mu4","r","beta_cc","beta_pp","c1","c2","c3","c4","d1","d2","d3","d4","births.deaths.ratio","idx","country"
2019,0.108334777906399,0.000908276646467563,0.000908276646467563,0.00816235653077649,0.0126639164047952,0.0129366106080207,0.0129366106080207,0.342347309815909,10.3838387760201,34.1751530737227,0.109837830310077,0.0868512595389926,0.0706370424891411,0.0706370424891411,1.23785237933126,1.94696519151713,2.04317292776331,2.04317292776331,1.56429,1,"Argentina"
2019,0.12387577333172,0.000937410878452534,0.000937410878452534,0.00759667501167255,0.0115635977562794,0.0129366106080207,0.0129366106080207,0.378915256790191,9.83369899219594,31.4120235810417,0.0951048086470045,0.0762740011934786,0.0548322703224052,0.0548322703224052,0.981369407629638,2.19355782570948,2.22220382307509,2.22220382307509,1.56429,10,"Argentina"
2019,0.129605902145652,0.000905864156054138,0.000905864156054138,0.0103487985077304,0.0157128270593076,0.0129366106080207,0.0129366106080207,0.361184783151513,9.71127198948357,33.5076955029914,0.108908841937496,0.095536348885265,0.0866751209562942,0.0866751209562942,1.3,2.07912828814563,2.95378297304118,2.95378297304118,1.56429,1000,"Argentina"
2019,0.0613486419272101,0.00116721367774813,0.00116721367774813,0.00707349200639763,0.0129589414723635,0.0129366106080207,0.0129366106080207,0.406050338562559,11.5521808702127,31.2245415096729,0.0964612055173986,0.0580630435896093,0.0537153091939038,0.0537153091939038,0.956928122142223,1.04414442448983,1.77392503277317,1.77392503277317,1.56429,1001,"Argentina"
2019,0.145152601110792,0.00092624949345793,0.00092624949345793,0.00990755597518928,0.00910407566864765,0.0129366106080207,0.0129366106080207,0.403946351475581,12.5186943851949,34.2143563435856,0.089116918219412,0.0417682298312843,0.0405640413048526,0.0405640413048526,0.461001245972228,1.27106573072002,2.61102566668769,2.61102566668769,1.56429,1002,"Argentina"
2019,0.0807381468121471,0.000940301108722556,0.000940301108722556,0.00754380818150443,0.0127445122241946,0.0129366106080207,0.0129366106080207,0.334725610162895,8.8797047847075,28.2875072026781,0.0909319386835196,0.0603621386788683,0.0479574583229371,0.0479574583229371,0.530660573270626,2.15346637107326,2.46648301618809,2.46648301618809,1.56429,1003,"Argentina"
2019,0.11124903254376,0.000995933610371703,0.000995933610371703,0.0100000512717634,0.0145191611447688,0.0129366106080207,0.0129366106080207,0.380019829300649,8.05200201966693,27.2511611307265,0.0890910737707869,0.0738321899393742,0.0582430414684505,0.0582430414684505,0.509036376779799,1.2264399507193,2.42172637722596,2.42172637722596,1.56429,1004,"Argentina"
2019,0.112921067451068,0.00103204334453483,0.00103204334453483,0.00844407515660966,0.0125820543598267,0.0129366106080207,0.0129366106080207,0.408179479916683,9.42002218648063,25.2232067178943,0.106173476447125,0.0779454262655018,0.0442847129937306,0.0442847129937306,0.433834230995558,2.06301299920632,2.42992653133172,2.42992653133172,1.56429,1005,"Argentina"
2019,0.162497079914103,0.000734366049825046,0.000734366049825046,0.00834367943448595,0.0145912990323823,0.0129366106080207,0.0129366106080207,0.303188708505513,7.92493881243164,22.4737017322648,0.107673210071974,0.0663441576263505,0.0551208575200867,0.0551208575200867,0.685211469667457,0.744199594691391,1.50808450064258,1.50808450064258,1.56429,1006,"Argentina"
2019,0.113936582454917,0.000890915648195662,0.000890915648195662,0.0092160291724779,0.0133708839295766,0.0129366106080207,0.0129366106080207,0.34668984884334,8.36033584603352,22.4489651307515,0.12352864984698,0.0614385483705774,0.0510340188931455,0.0510340188931455,0.836933569319355,1.1597058135051,1.37177315347068,1.37177315347068,1.56429,1007,"Argentina"
2019,0.10549173559013,0.000918261069649061,0.000918261069649061,0.00907189473208595,0.0138072460795736,0.0129366106080207,0.0129366106080207,0.334634428635131,8.71657089921652,27.2478066567289,0.093848891030431,0.0454118071174177,0.0430442171631697,0.0430442171631697,0.395217301751045,2.01548994334282,2.06582447916582,2.06582447916582,1.56429,1008,"Argentina"
2019,0.174099167356872,0.000866983964964456,0.000866983964964456,0.010040139827376,0.0150611430806463,0.0129366106080207,0.0129366106080207,0.364366116542733,11.1319467635858,29.5326879466492,0.11811764111766,0.0560894941055791,0.0515335629580472,0.0515335629580472,1.3,1.50189840205825,2.10484409692338,2.10484409692338,1.56429,1009,"Argentina"
2019,0.150224717164216,0.000797572585124319,0.000797572585124319,0.00968661100596423,0.0122509861434648,0.0129366106080207,0.0129366106080207,0.319337746896009,10.0511846133233,36.0932115045448,0.0836315387612697,0.0754260140883533,0.0550264244419017,0.0550264244419017,0.993854913412575,1.74611824611699,2.42166788100329,2.42166788100329,1.56429,101,"Argentina"
2019,0.139256657419854,0.000838522459935236,0.000838522459935236,0.00605066234949655,0.0159984758187389,0.0129366106080207,0.0129366106080207,0.347943517973199,9.82685376437981,26.5451617335402,0.0906179448892342,0.0572712099584661,0.0367030033153884,0.0367030033153884,0.622065024789396,1.06431254895657,2.10369326752502,2.10369326752502,1.56429,1010,"Argentina"
2019,0.118566558690899,0.00102452953541764,0.00102452953541764,0.00833893992227239,0.0150985212406168,0.0129366106080207,0.0129366106080207,0.412503973919534,10.5312207143082,30.7879046319804,0.117433666659735,0.0633748856877144,0.0539939618365728,0.0539939618365728,1.21419730821949,2.6738136032918,2.99858557279457,2.99858557279457,1.56429,1012,"Argentina"
2019,0.166285721601746,0.000711478907033219,0.000711478907033219,0.0098417551557014,0.010736482028756,0.0129366106080207,0.0129366106080207,0.292889535568248,9.3652074872795,26.4606924920815,0.0830862732530535,0.0709074942402624,0.0440563832531014,0.0440563832531014,0.4747164077345,2.0843233222853,2.59030211920011,2.59030211920011,1.56429,1013,"Argentina"
2019,0.14555753190162,0.000840160159900754,0.000840160159900754,0.00996183070071433,0.0127553022860478,0.0129366106080207,0.0129366106080207,0.331752165678134,9.74949863215713,29.9069419028905,0.0905572292049501,0.0665047718682602,0.0535359328770626,0.0535359328770626,0.908676108257578,1.15019184306871,1.83488891471959,1.83488891471959,1.56429,1014,"Argentina"
2019,0.105752706319549,0.00100443166219095,0.00100443166219095,0.00876397664115749,0.014420702383874,0.0129366106080207,0.0129366106080207,0.38513180951015,11.9873199224384,30.8207972533243,0.112827333479116,0.0547197275396129,0.0534310535797875,0.0534310535797875,1.3,1.58983968255365,2.15298373089917,2.15298373089917,1.56429,1015,"Argentina"
2019,0.0958872486576582,0.00107682042142975,0.00107682042142975,0.00926296033656267,0.00940108795687679,0.0129366106080207,0.0129366106080207,0.410659212803092,12.0608953024534,35.8427422520036,0.088350282030046,0.0609121391865329,0.0520770749992984,0.0520770749992984,0.896203329461658,1.82217208272146,2.46933998515907,2.46933998515907,1.56429,1016,"Argentina"
2019,0.119743699774859,0.00103764265986062,0.00103764265986062,0.0085109356445075,0.0121481722448269,0.0129366106080207,0.0129366106080207,0.407910480742285,9.44864325667405,35.9663857081106,0.0802363893992061,0.0710815563882903,0.0438509561702155,0.0438509561702155,0.896351271597881,1.57710246513416,2.95133082728691,2.95133082728691,1.56429,1019,"Argentina"
2019,0.0993923137950281,0.000963895024669509,0.000963895024669509,0.00807494426018051,0.0150194202559229,0.0129366106080207,0.0129366106080207,0.355239520131235,9.3079146683443,28.9800317456167,0.0971852161457987,0.0724233572395718,0.0555619253681516,0.0555619253681516,0.492728245736003,1.61691000482976,1.75908913157136,1.75908913157136,1.56429,102,"Argentina"
2019,0.147894262150555,0.000965998190595691,0.000965998190595691,0.00832978115341256,0.017542655842026,0.0129366106080207,0.0129366106080207,0.412268773998319,11.6179214202772,33.9283150789375,0.112410678430263,0.0792963546813164,0.0573219619510595,0.0573219619510595,1.29166434548678,1.98312089037174,2.26146232828931,2.26146232828931,1.56429,1020,"Argentina"
2019,0.095704794544116,0.00086220277405537,0.00086220277405537,0.00738393549672979,0.0121845727793305,0.0129366106080207,0.0129366106080207,0.313907086475751,9.1866938395913,28.4034337039054,0.0955380220438447,0.0737118677117231,0.0489890319981589,0.0489890319981589,0.778942662728365,1.71405599402772,2.06177955277889,2.06177955277889,1.56429,1022,"Argentina"
2019,0.111759459493229,0.000960576513495069,0.000960576513495069,0.0101752165076336,0.0112444358982733,0.0129366106080207,0.0129366106080207,0.372863612710197,10.2855371314732,26.7691352363513,0.113180915644438,0.106167807050153,0.0555109794705618,0.0555109794705618,0.855264990717446,1.40482501211108,2.60796740170724,2.60796740170724,1.56429,1023,"Argentina"
2019,0.106401079799006,0.00102012538912523,0.00102012538912523,0.00704985885125106,0.0144868944365389,0.0129366106080207,0.0129366106080207,0.400495345102075,10.8357115181725,31.44507360707,0.0935355040563104,0.0453265123114726,0.042092433255944,0.042092433255944,0.950937750476444,2.29561272826408,2.42206379620692,2.42206379620692,1.56429,1024,"Argentina"
2019,0.122006740263107,0.00100776955835108,0.00100776955835108,0.00883893207862219,0.0134399373519542,0.0129366106080207,0.0129366106080207,0.397661782195226,9.60100401801324,31.0738476073451,0.10581693794122,0.0974766103993622,0.0614775687010449,0.0614775687010449,1.3,2.08203571668212,2.87354208776314,2.87354208776314,1.56429,1025,"Argentina"
2019,0.131701532360685,0.000948755445010565,0.000948755445010565,0.00889327899889194,0.0160031201707488,0.0129366106080207,0.0129366106080207,0.382109778730071,11.480033768167,33.7929578754615,0.108367472852097,0.0883097528256607,0.0638361244338776,0.0638361244338776,1.18454232962302,1.59245097205884,1.80084444736117,1.80084444736117,1.56429,1026,"Argentina"
2019,0.123632907288061,0.000948742819766276,0.000948742819766276,0.00897108650575193,0.0122877182430913,0.0129366106080207,0.0129366106080207,0.378464436878313,9.36204607680084,29.4226045942429,0.112191979599676,0.0805051059823648,0.0703853084905301,0.0703853084905301,1.17568547387235,2.10636512287811,2.70469579479832,2.70469579479832,1.56429,1027,"Argentina"
2019,0.159571574878754,0.000851096445128234,0.000851096445128234,0.00763617768128098,0.0131878848571119,0.0129366106080207,0.0129366106080207,0.367664905713549,10.4609858678173,31.6983541478097,0.0963870850650184,0.0667271552291014,0.0550054049408368,0.0550054049408368,0.992002033170591,1.61176272489497,1.78834473380657,1.78834473380657,1.56429,1028,"Argentina"
2019,0.126063686361332,0.000925417156743568,0.000925417156743568,0.00650361502802179,0.0124084602283576,0.0129366106080207,0.0129366106080207,0.378216721051724,10.8465490226542,35.9038337595398,0.0917939458098388,0.0650767779218222,0.0559841771635203,0.0559841771635203,1.06179777200561,1.47069173135826,2.99219202162716,2.99219202162716,1.56429,103,"Argentina"
2019,0.157167160435544,0.00079191115637056,0.00079191115637056,0.0102141055211668,0.01575900165461,0.0129366106080207,0.0129366106080207,0.314140302758919,9.96028184370477,30.6364079318736,0.091008973792326,0.0560554971540175,0.0487605297530783,0.0487605297530783,1.05243257938467,1.55831584294716,2.27684023742215,2.27684023742215,1.56429,1030,"Argentina"
2019,0.161976500786292,0.000763974023634172,0.000763974023634172,0.00578258788159793,0.0142297555451891,0.0129366106080207,0.0129366106080207,0.331731366562502,8.19077883887521,26.4338395164727,0.089700438576121,0.0813922419702771,0.0507049000811404,0.0507049000811404,0.480258187269171,1.73165952162234,1.91950220377061,1.91950220377061,1.56429,1031,"Argentina"
2019,0.10098756661426,0.00104409558704824,0.00104409558704824,0.00855452136173087,0.0135161302886317,0.0129366106080207,0.0129366106080207,0.403219721479024,10.3196661691303,31.4825581265759,0.115535177064736,0.0668208056988538,0.0623341538744967,0.0623341538744967,1.3,1.72289401332767,2.18482322531873,2.18482322531873,1.56429,1032,"Argentina"
2019,0.156092439136987,0.000823957346251809,0.000823957346251809,0.0100579211020447,0.0139191158042838,0.0129366106080207,0.0129366106080207,0.336495213883655,6.82086238859623,23.7445028253248,0.100535701867324,0.0678456076296689,0.0670647993818209,0.0670647993818209,0.53854564253712,1.92695960244349,1.97593841091565,1.97593841091565,1.56429,1033,"Argentina"
