"time","P","S","R","N","E","Ishadow","Ireshadow","Eshadow","Ntotal","idx","country"
2019,265.034814354611,170.637107397899,472.167495311129,134907.93264867,1276.54946268991,62935.1365971204,31718.2509361147,60405.8986899421,137092.321528423,108,"Argentina"
2019,311.453632860305,130.948261077465,588.127596943575,134472.18569916,1552.59633693622,59628.7565839316,23824.4832203305,57801.7507335331,137055.311526978,1080,"Argentina"
2019,318.885807286316,116.683126305953,548.92675875746,134558.625985933,1535.25878553189,60470.229684936,22275.3044709056,58243.3178562117,137078.380463814,1081,"Argentina"
2019,282.170496383937,153.392442473984,411.736532798999,135073.356279397,1147.3340862936,53514.9016649496,25420.2904567438,50787.1072387046,137067.989837348,1082,"Argentina"
2019,334.034903152675,111.759779836433,666.218889351669,134029.725170772,1883.12508772342,67546.5341360061,23570.6474342315,66093.3706764595,137024.863830836,1083,"Argentina"
2019,303.546184422681,137.391307089065,545.690896748139,134648.842774488,1444.92585199243,58488.524870891,24384.3956883956,55986.1847083761,137080.39701474,1087,"Argentina"
2019,328.233500347432,111.068293572668,536.746993577011,134693.871206189,1404.95168269332,50592.582773975,17487.6537967081,47934.2933812396,137074.871676379,1088,"Argentina"
2019,305.661718623734,131.631766031365,417.884241322246,135151.332027227,1072.90473280927,42690.8181893679,17628.7441727314,40132.7013422524,137079.414486014,1089,"Argentina"
2019,291.305915296075,145.0144830764,560.145199551515,134530.487262637,1535.39416276062,64030.053568265,28140.0302980664,61697.506126719,137062.347023321,109,"Argentina"
2019,315.393680070426,125.303286891701,467.423518375888,134940.94606452,1223.56892620416,47988.8118074192,18804.337380511,45151.9091729295,137072.635476062,1091,"Argentina"
2019,335.605760573578,101.736187435775,597.359829650464,134396.728439755,1641.07444126896,56876.8406773607,18230.6027531616,54833.1514843232,137072.504658683,1093,"Argentina"
2019,323.093922629201,108.652411992875,550.951340460411,134554.496848218,1518.2600849103,53990.2338159455,18459.4086761026,52074.7803499248,137055.454608211,1094,"Argentina"
2019,325.242583666994,107.784029728124,515.21841088697,134791.293307783,1343.58296563745,48864.8032693241,16902.3818319487,46640.3397039762,137083.121297703,1095,"Argentina"
2019,338.939616226856,95.2173108039005,424.751008206851,135082.543943456,1154.57413268716,42029.9245311771,13090.4168827287,39608.4497166468,137096.026011381,1096,"Argentina"
2019,315.384454443808,121.249045068257,609.347153801328,134297.409211827,1722.71049421012,65842.2791012223,24521.2692883728,63866.2720005641,137066.100359351,1097,"Argentina"
2019,291.152402207824,148.393939971022,464.817653816729,134902.024351505,1255.796196504,54495.5496770007,24779.467898403,52164.9587003592,137062.184544005,1098,"Argentina"
2019,283.856075474873,156.267631936375,436.613333917121,134955.044268829,1245.0260238835,58515.393289935,27711.0823820984,55734.0603354239,137076.807334041,1099,"Argentina"
2019,327.90144869996,106.79135905188,518.501069276456,134703.684193877,1441.63251547121,56238.0182486939,19316.8398552192,53520.5211966074,137098.510586377,110,"Argentina"
2019,331.94037738347,105.408406018333,581.965595324477,134371.557941351,1672.68024346922,60268.3813162323,19961.0342290989,57947.9297479032,137063.552563546,1100,"Argentina"
2019,302.603174698083,136.980408807173,520.527285587291,134687.862564626,1451.44839268352,63588.648786893,26633.9614364489,61221.3293018779,137099.421826402,1101,"Argentina"
2019,330.150168902541,118.139593075687,421.441517330096,134999.384449131,1211.21604582301,48606.8788479443,18113.4274088621,46043.0090414622,137080.331774262,1102,"Argentina"
2019,333.287090637427,103.997503642152,423.407335906624,135067.422366052,1155.07797812701,42760.4840424366,14319.4716182583,40183.3999264219,137083.192274365,1103,"Argentina"
2019,285.721481901411,160.568253446719,438.034118961787,135082.718209988,1137.62897442801,53655.3327316258,25410.129607949,50800.34236847,137104.671038726,1104,"Argentina"
2019,311.968639335433,127.980981384904,434.863588484689,135003.072905819,1218.10837503473,50734.6698090567,20131.0889671746,48217.9730432533,137095.994490059,1107,"Argentina"
2019,343.74821001516,100.069295353264,574.521028225684,134435.022671168,1628.14355729597,58218.0714473311,18125.7708085332,55069.5633322422,137081.504762058,1108,"Argentina"
2019,293.604424699078,144.240886403203,422.180947547501,135000.238264716,1223.59137093439,54105.6420444827,23844.5778160916,50952.1385959445,137083.855894301,1109,"Argentina"
2019,282.424747529824,162.216627894548,509.972945884209,134755.640428282,1358.7571091544,58875.6102404267,27868.8346059005,56183.8160548668,137069.011858745,111,"Argentina"
2019,325.725081368569,111.372175622585,500.389294340859,134755.998601827,1390.49234894059,52730.3478521294,18484.3414634248,50036.6951722216,137083.9775021,1113,"Argentina"
2019,324.328665151791,116.247254836747,637.857567495439,134309.856270421,1716.93992483423,64621.5054762378,22610.1141416632,62452.2148641883,137105.229682739,1114,"Argentina"
2019,308.881216943269,126.191389303978,524.278307191055,134603.273760656,1504.27412972474,60639.8465030254,23797.3763302584,58027.0334224733,137066.898803819,1116,"Argentina"
2019,334.885488454471,112.724391464728,435.680950279379,135092.846986005,1113.91589858651,42375.8480360979,15144.1349123986,39097.4989098416,137090.05371479,1117,"Argentina"
2019,301.793044926611,137.286578336395,523.109533993614,134668.625186315,1439.92695997858,59732.9892878338,25133.8557078404,57047.7666450076,137070.74130355,1118,"Argentina"
2019,354.709548292435,80.3783439086059,510.996204641011,134690.073082558,1436.68218049773,47580.6675791392,12512.4144462704,45007.2288482247,137072.839359898,1119,"Argentina"
2019,334.453068700423,109.837485603172,486.196869021557,134768.059359926,1361.76798481014,51042.4798677328,17901.6722895967,49006.0071290087,137060.314768062,112,"Argentina"
2019,345.471353283644,89.886805673889,509.890210128373,134745.339363331,1416.10778191256,49139.1820179869,14100.6562039285,46374.6983295191,137106.69551433,1120,"Argentina"
2019,329.627316955996,104.171365166462,480.506585823505,134838.740958457,1318.91361817209,47107.419634853,15689.6435510982,44674.9744566907,137071.959844575,1122,"Argentina"
2019,298.356914024479,137.340802205137,504.587379804735,134759.058068734,1376.38322226946,57764.2140059658,24542.0171702693,54781.294666816,137075.726387038,1123,"Argentina"
2019,294.495738844504,144.733798723779,525.07447628296,134644.082829941,1465.46181944565,62327.5502897943,27116.6866263295,59562.066530576,137073.848663238,1124,"Argentina"
2019,299.019955232487,144.320765997497,454.963961887283,135022.316590875,1172.90801267767,50205.6563463329,21801.252588673,47462.3267670451,137093.52928667,1125,"Argentina"
2019,292.933776087498,152.707386110161,516.359229397035,134689.425301413,1435.49802640633,64627.184811802,29258.3765325377,62163.8953889167,137086.923719414,1127,"Argentina"
2019,311.814884186551,127.590749096589,576.994198398698,134467.033907304,1608.91405745107,63690.4493127215,24390.1820148538,61154.5691298678,137092.347796437,1128,"Argentina"
2019,333.589393648603,109.331215955144,450.099055335329,135024.101595061,1157.90733645526,42277.8073532752,14898.2416305074,40172.3034536026,137075.028596455,1129,"Argentina"
2019,316.555302699599,121.850513052343,539.270865147995,134678.206654417,1426.32723961345,55424.1083797231,21077.3793943922,53466.3162538658,137082.210574931,113,"Argentina"
2019,310.718369903026,139.932010185792,473.744705660263,134939.189229998,1213.34076147502,50289.4578667136,21370.8580817592,47738.3812000251,137076.925077222,1130,"Argentina"
2019,297.770820751979,140.839886180597,465.292341197432,134858.277003035,1303.44879516859,56010.2663124502,24288.5601868089,53781.8068662848,137065.628846334,1131,"Argentina"
2019,280.116211955069,158.426086518094,438.700895377679,135044.000344253,1156.96001915752,52893.1753901471,25113.74362626,49873.234727714,137078.203557262,1132,"Argentina"
2019,324.696686773228,125.341410351522,601.251383919193,134413.241767702,1611.94114092812,63380.4151950139,24344.5966844762,61202.0927022324,137076.472389674,1133,"Argentina"
2019,311.79095477987,130.376937808189,487.329157195034,134805.508004272,1334.62313975299,53580.5756533712,21659.5444353227,51226.6082908643,137069.628193808,1134,"Argentina"
2019,299.222875043185,140.047192418369,495.80611447541,134813.722307973,1336.75954017692,56297.504179196,23955.2254028821,53175.9347991952,137085.558030087,1135,"Argentina"
2019,304.03681201708,137.778556823416,503.379024011026,134827.632541051,1329.87447837279,55620.7014781479,22967.049154156,53093.811486233,137102.701412275,1136,"Argentina"
2019,322.328412108771,114.181958268304,506.69516850724,134737.673815244,1409.49516474902,54299.9382058237,19295.306267695,51482.7575685279,137090.374518878,114,"Argentina"
2019,300.750238818853,133.392105732606,504.838019977027,134806.25896533,1330.40573448475,53287.6723144973,22187.876885072,51536.4110684579,137075.645064343,1140,"Argentina"
2019,318.871757793712,118.306693642892,504.357119975267,134692.317059493,1443.74903824197,56817.8116550493,21018.2143784595,54504.1460591029,137077.601669147,1142,"Argentina"
2019,305.885738751851,136.439052626704,457.020429501631,134930.294413969,1260.58109313157,54136.6151319384,22648.9388294103,51541.8774975949,137090.22072798,1143,"Argentina"
2019,276.492703119111,164.146302769534,398.42542544023,135106.199874831,1122.76388824264,54574.2358620609,27313.8957292756,52382.4208150358,137068.028194402,1144,"Argentina"
2019,349.962688877939,84.04080352497,534.574507933461,134645.987947049,1444.61584991868,47693.9492841354,13210.0026371156,45763.3086428283,137059.181797304,1145,"Argentina"
2019,282.925695778583,157.543699297349,453.324229669251,134974.524745118,1206.09501553738,55731.3332268733,26604.7349587367,53248.4896195289,137074.4133854,1148,"Argentina"
2019,275.481134774443,160.396632376751,359.515264640934,135323.93362274,969.939233445595,47701.0380043485,23538.2640997144,44893.4528255421,137089.265887978,1149,"Argentina"
2019,305.66693411683,132.859273924643,498.568553361555,134782.414912806,1345.16001354911,52975.591088731,21765.6508905893,50487.9446916898,137064.669687758,115,"Argentina"
2019,286.242703448118,148.789665043949,425.157635631528,135098.245149438,1125.55931314783,48294.6561547691,21852.953918742,45735.9312828512,137083.994466709,1150,"Argentina"
2019,333.835724139535,109.407121758939,544.720025011174,134595.770995341,1493.54566905127,55053.7602052818,18744.8186725717,52705.2218721034,137077.279535302,1151,"Argentina"
2019,335.262589126252,103.842984386704,612.607227384962,134355.494689555,1657.07884896748,58968.420900592,19412.4931173813,56610.7281353654,137064.286339421,1152,"Argentina"
2019,323.270214337644,126.410128212321,453.924227109053,134966.203929486,1203.46621355786,48444.4673706377,19228.4104028571,46447.8535552361,137073.274712702,1153,"Argentina"
2019,273.092684109487,164.98119942042,482.210600860818,134817.116917022,1333.83091059887,63841.1122434377,31458.9240317166,61841.067489397,137071.232312012,1154,"Argentina"
2019,333.646474425146,112.804399524221,461.669506171416,134885.081176975,1288.21716752047,49884.2661673553,17738.0405279728,47580.9732268733,137081.418724616,1156,"Argentina"
2019,287.520300478807,153.45283221444,451.648745359627,134961.271019515,1254.43526767034,60232.7033305134,27761.2465915117,57259.6708922317,137108.328165238,1157,"Argentina"
2019,290.167960126444,150.098223129181,415.840385607498,135080.182371279,1147.41313078668,53123.6652528597,24502.3221382405,50223.2510690295,137083.702070929,1158,"Argentina"
2019,311.026067284808,125.028699126167,580.174100372555,134470.846641309,1587.10437920474,60909.7201794567,23484.2290686408,58527.3056078332,137074.179887297,116,"Argentina"
2019,320.401274304246,125.135919417531,515.982869506923,134651.417486423,1446.77418710745,57787.551081291,22628.6710737336,55379.0458843256,137059.711736759,1161,"Argentina"
2019,301.431944235328,135.374605305213,507.366669961484,134763.586506585,1384.0880341009,56883.5990799755,23503.6729465404,54290.6864959214,137091.847760188,1162,"Argentina"
2019,325.543403617369,115.105124547005,504.898108953653,134780.203526126,1356.59879398154,50674.4003718513,18270.7380812995,47991.6197704628,137082.348957226,1163,"Argentina"
2019,291.327301170985,152.173543469566,424.741168186132,135116.745267727,1096.35739850319,48634.6897228921,22578.5251303719,46459.4781823121,137081.344679057,1164,"Argentina"
2019,328.422218421218,115.619191682749,450.345810283737,134933.196862977,1243.95345709146,48199.452394978,17719.4319476349,45749.4293270246,137071.537540456,1165,"Argentina"
2019,283.87126458932,153.656651557899,441.500224541912,135057.144047983,1140.87980006408,50680.3117721327,23964.0629202747,48440.7382988644,137077.051988736,1166,"Argentina"
2019,314.816329409495,126.244610350836,391.261237878329,135157.128944013,1111.36142390214,48153.1125944925,19116.8014863111,45215.5301001918,137100.812545553,1167,"Argentina"
2019,307.045991118055,135.827472911633,396.311349436939,135210.296724393,1021.61698045289,42448.7435444026,18185.5689634887,39889.6602684265,137071.098518313,1168,"Argentina"
2019,316.607365102324,132.682311756424,398.596773784715,135171.622319287,1078.27997623789,45320.3376551575,18501.4039474816,42370.1983311968,137097.788746168,1169,"Argentina"
2019,309.666417796616,126.56444505227,594.061067978081,134397.619792482,1636.42126787701,63039.2695286246,24443.7752665358,60849.422031724,137064.332991186,117,"Argentina"
2019,299.010667401967,141.187234346474,525.470564941764,134672.878027203,1455.82499454305,62589.2604452828,26783.962702749,60142.2572058386,137094.371488436,1170,"Argentina"
2019,285.41485922134,154.390999379102,514.284922283012,134728.318849433,1401.84733349226,63128.9445851543,29148.9748072296,60735.0169362743,137084.256963808,1171,"Argentina"
2019,300.205198390184,136.844194578508,409.161582987189,135115.687312485,1095.08038278759,45411.7408608247,19621.6790758826,42905.3135566644,137056.978671228,1172,"Argentina"
2019,328.004667832567,110.112506862573,467.092040785929,134961.11334734,1217.8090578245,44736.2075337528,15671.0786868617,42062.4051811425,137084.131620646,1174,"Argentina"
2019,330.458290490516,109.621036860704,598.192748909665,134332.469832916,1690.91465918391,62209.2902413271,21306.9117708193,59582.7259871597,137061.65656836,1175,"Argentina"
2019,299.026218209824,142.490132555755,503.042254051252,134717.233979299,1420.90087795959,61763.7940276399,26603.4858764785,59651.867467047,137082.693462076,1176,"Argentina"
2019,313.319674563576,124.40793840663,436.202436628586,135015.906691884,1184.88092213968,47211.2573665994,18535.6064210548,45210.074854961,137074.717663623,1177,"Argentina"
2019,323.649613803603,118.845863943826,473.696009325242,134864.526134082,1293.12616740351,48797.6690982934,18145.0358125533,46363.5165149144,137073.843788558,1178,"Argentina"
2019,316.24052328087,121.804984648836,455.485488116495,134933.160295934,1261.91086239471,50598.8131831626,19268.9081232161,48112.6947471918,137088.602154375,1179,"Argentina"
2019,316.193325963327,120.660694479326,493.491730029183,134825.617841309,1328.7090883849,51714.4346385909,19555.8092719718,49383.3167026396,137084.672680165,118,"Argentina"
2019,330.513439814303,102.747577777741,452.86005595335,134973.014934114,1220.53442637567,44412.8858533368,14855.027233735,41698.8740660328,137079.670434035,1180,"Argentina"
2019,282.936293614462,149.18776693885,396.523020659853,135212.46071426,1030.19973971964,44565.5022742008,20508.2487472563,41916.3564286585,137071.307535193,1181,"Argentina"
2019,308.344967658798,131.70845191678,453.642975849654,135018.270476556,1182.75460362593,48103.4028749328,19436.1764209906,45489.6784735412,137094.721475607,1182,"Argentina"
2019,287.018545837774,153.237585799251,446.966559675708,134986.929149111,1217.31605279764,56618.101795926,26325.767587353,54304.9965002991,137091.467893221,1183,"Argentina"
2019,296.950196626685,146.848635164369,419.418077240322,135110.092707975,1117.88422326503,49708.6797438885,22294.6757836455,46597.4274799937,137091.193840272,1184,"Argentina"
2019,313.656163595181,124.418717089923,641.994199627778,134203.075799979,1770.26898127811,66154.8497407367,25108.6960293896,64354.9280155642,137053.41386157,1185,"Argentina"
2019,326.614572370797,110.010433912709,513.835416954066,134735.972391313,1388.80344894643,51291.7011252875,17804.4185576858,48553.297712903,137075.236263497,1187,"Argentina"
