"time","S1","E1","L1","I1","R1","S2","E2","L2","I2","R2","S3","E3","L3","I3","R3","S4","E4","L4","I4","R4","I1shadow","I2shadow","I3shadow","I4shadow","D1shadow","D2shadow","D3shadow","D4shadow","muI1shadow","muI2shadow","muI3shadow","muI4shadow","N1","N2","N3","N4","idx"
2025,276.00475702966,87.9845007161328,295.234449010501,5.79434528276833,28.2588809146417,752.804867755336,58.7818565402428,911.811463394577,5.05501659023374,93.4189360248775,1993.00589246779,11.7911407848704,2511.95111307293,2.74698124923095,283.364003028464,113860.215209914,175.519266311662,22979.4503748969,20.9334228903612,1845.83230975963,2601.35130423838,1393.79394661985,4251.26255240615,130960.997589112,1475.57294680996,1656.51864423618,3568.32016199936,109048.826768979,126.618565861424,140.036952885263,303.77488054567,9320.46699078553,693.276932953703,1821.87214030527,4802.85913060329,138881.950583773,1018
2024,219.417478399161,131.687593384027,309.436554991161,7.67820733189985,33.7768764505093,500.055363892883,87.6263335919089,791.121329236826,7.54557231122018,95.7564281435852,1449.50984817412,15.2629523807745,2214.65299796786,2.27229656074742,290.062658744313,118204.043703012,83.7120105792828,19090.4360210732,12.5347266554804,1743.50912466012,3158.79950352913,2540.22541668429,4403.12734172473,138503.830149933,1802.45897789746,2553.54584231995,3733.58327676491,113758.506007211,205.125621213533,286.255497211348,419.889871720462,12889.0750698021,701.996710556758,1482.10502717642,3971.76075382782,139134.23558598,1019
2025,217.752823851623,130.168686025486,312.790616204609,7.6106037431687,34.4559980143832,489.348372735741,86.9174149527649,807.489871531738,7.52600482218526,98.4503371653718,1493.17616171746,15.3642848004613,2299.4092006088,2.33653469318738,301.683118124347,119350.265786948,84.2184648288592,18831.1969057144,12.438921275428,1727.56989248589,3174.98709352073,2550.99276773964,4408.47616888363,138538.201404865,1811.63388570523,2565.71353898021,3739.22795904423,113789.088109385,206.169439012513,287.28489122569,420.204551028023,12890.7799584494,702.778727839269,1489.7320012078,4111.96929994426,140005.689971253,1019
2024,197.403777629465,97.8054434237553,363.141082710892,6.199357209444,34.1507279177717,376.504468136678,57.1352132866524,750.257247057981,4.60579917791553,75.6757160076279,951.995327428167,9.10747170256075,1993.19934581983,1.94290055508538,219.878835191947,113587.823115897,112.812483680023,24665.7201313634,17.3581816462897,1879.6663584677,2908.55600297593,1420.66478028629,3059.15968664728,140148.309110252,1701.48993736808,1576.10468845276,2519.43827162798,112638.036209663,210.179887954565,190.435563866611,308.190061210195,13856.8965968232,698.700388891328,1264.17844366685,3176.12388069759,140263.380271054,1020
2025,197.346776842987,95.0710028283639,365.313956601901,6.03372884391744,34.6550891065102,369.704037932309,55.5463615441224,760.110924347183,4.50700691419169,77.2057331862025,987.36465547585,9.00504218831668,2072.64522758255,1.99389755479439,228.893190179845,114801.798534119,112.201432834856,24364.9595406584,17.2047955968747,1865.57434250765,2921.67307170215,1426.98649860321,3063.19460844237,140188.841922163,1708.82784660961,1584.20865187322,2523.39721455623,112672.788099774,211.085732087305,191.110679914195,308.481695897284,13859.456587402,698.42055422368,1267.07406392401,3299.90201298135,141161.738645717,1020
2024,176.170765438641,120.118354837393,373.693008866106,7.44078803891037,36.6140272888393,350.521216971953,74.6648988846797,807.940168119648,7.30409446616057,85.898624443221,973.807275694234,11.4718525421361,2234.77948108127,2.70126880674319,257.788204080663,115012.284803932,75.4471692084488,23021.5396740188,17.4120477419542,1749.24866035241,3281.1380994968,2254.39367779503,3646.10505453383,136419.528311419,1868.32345446806,2268.94284993021,3029.15299953526,109374.415273529,263.828043607073,316.933628468648,424.669163787535,15400.9599793551,714.03694446989,1326.32900288566,3480.54808220505,139875.932355253,1021
2025,175.766369342141,117.698865165025,377.331735146006,7.30660701240825,37.3409591217799,342.357567126476,73.2419525455777,821.145329672028,7.20916400491943,88.0187793023252,1005.24229107552,11.4099594078461,2320.06748035884,2.76992276134059,268.085437015334,116241.395455958,75.3011521536791,22697.8570683741,17.2394511777845,1733.62504550892,3296.81871196089,2264.00426859548,3650.80978551087,136455.279618567,1877.17143584593,2279.56546746314,3033.87325375672,109404.305010964,265.076851083058,318.163199584637,425.132575563788,15403.894409508,715.44453578736,1331.97279265133,3607.57509061888,140765.418173173,1021
2024,170.544822346016,122.52208515247,358.317238356652,7.87761673439971,35.9222070399621,347.132152668714,65.1056231940668,785.752597356171,5.25266810011756,86.4773370726496,1020.54836813978,11.2393007737763,2167.29064998453,2.21096717657176,254.053269007614,114785.850892662,109.845238655225,23179.9562503334,16.2918294438988,1779.45937445514,3156.22014989261,1786.18502239067,3737.27605871388,134507.569087565,1847.38891275696,1919.78641714866,3104.02213191846,109196.405844846,239.97981556801,244.205061506016,399.258956533904,14118.5683508438,695.183969629499,1289.72037839172,3455.34255508226,139871.40358555,1022
2025,171.735348691357,118.071437290294,359.705756938466,7.58322554914522,36.4723577337461,339.534208492812,62.6890400271933,799.208256734194,5.09438235534267,88.7489464261787,1050.59705757834,11.0596984492758,2249.92173552039,2.26288845603348,264.269504298812,115986.440133501,108.578152795012,22888.2064859129,16.1195392074889,1765.62389902338,3171.85073626079,1793.54740307432,3741.83673642399,134545.406871407,1856.65880870401,1929.07157822912,3108.53175791293,109229.0687124,241.182408775335,245.010527831157,399.607245473173,14121.0909803275,693.568126203009,1295.27483403572,3578.11088430285,140764.96821044,1022
2024,244.375211586739,95.8890105592457,304.060054997981,7.40687889215197,39.2043662483961,515.846132856881,54.9739127219669,697.10366405535,6.89119574265114,98.994320625299,1384.86373062035,9.66158038489101,1818.11886176002,2.19385215143868,273.843388224684,119763.257117698,126.112731110931,18094.6947707669,15.9303861119747,1820.64526050402,3212.49391471705,2098.24230338158,3713.03163954631,142959.529451961,1840.07622109458,2025.49511964489,2966.018670529,110889.782385157,315.23639714055,342.503625324858,502.581569812712,18918.0651067722,690.935522284514,1373.80922600215,3488.68141314139,139820.640266192,1023
2025,243.787702801609,93.8536567124213,307.172429189776,7.26828084286821,39.9664655999774,508.68446675991,53.928521346645,711.228592372616,6.80620171473183,101.690272377068,1431.81129430661,9.64969137664983,1892.99079647598,2.25385872299285,285.657381957848,120834.760754807,126.663095003896,17914.0705485836,15.8748165658347,1807.74939035791,3228.24648189858,2107.96139812714,3717.86832366494,143000.630348161,1848.88169156719,2035.84202852687,2970.88747391439,110924.598053704,316.74445576944,343.911822656859,503.038710393001,18921.3340116063,692.048535146653,1382.33805457097,3622.36302284009,140699.118605318,1023
2024,202.697630237294,126.950204416709,333.485772924011,7.13423987364163,30.3650224502794,458.247409616707,83.6489149879981,851.375955221377,5.64130718683194,82.3079980437496,1245.8707924759,15.0921142004365,2368.95385557301,2.98545645398313,257.901419459549,115465.524503434,147.919355033072,21854.6456377899,20.8272233690196,1728.64916899804,3212.29771774519,1586.93068094345,3904.3773029911,124260.062122904,1862.15281324103,1964.05189940536,3397.59075291836,106161.628049901,143.586224110857,149.332602391274,260.463069885752,8163.70935607254,700.632869901936,1481.22158505666,3890.80363816288,139217.565888624,1024
2025,202.650314654306,124.442260463564,336.132310875056,7.00032122841922,30.8312513592081,450.398839619436,82.1358186856053,866.409755523724,5.57231368482957,84.2790979893671,1286.90250511201,15.0826741857467,2459.50022356847,3.0635599964422,267.753676817426,116584.673731432,147.507046572588,21619.4997057856,20.6697488052911,1716.80884194437,3226.99015341353,1593.30794478791,3909.30343073205,124298.652984985,1870.63210752769,1972.88447696429,3402.46090296183,106195.032424259,144.239630537575,149.851243123707,260.742780347853,8165.62789100564,701.056458580553,1488.79582550296,4032.3026396801,140089.15907454,1024
2024,271.39225690353,88.7141792311612,293.249059899624,6.42370399204026,35.6706511219729,578.004905152504,54.6330986321027,673.306294998202,5.85616015894523,90.1467413722721,1460.81537233193,10.373147181802,1793.02419484736,2.09408977389441,255.853387391599,117786.225945694,147.510914958085,19914.9642421452,16.6854602703542,1830.15617624309,2859.08662160275,1869.51166878431,3505.86698360706,134758.1665416,1733.65280278071,1937.16193256031,2990.4818677723,111845.395804531,184.625044888923,202.602934409751,315.191332933468,11860.9309769836,695.449851148329,1401.94720031403,3522.16019152658,139695.542739311,1025
2025,269.456049902877,87.303160105023,296.6260084458,6.34603938153151,36.4356885757316,569.237950436158,53.9801738127544,687.381998336767,5.82567685622021,92.7477799147783,1514.83410508644,10.455142255056,1865.20637081173,2.15776556472914,266.574850066273,118869.664024403,148.538908324745,19719.0797217993,16.6332373244042,1817.96601497733,2872.38214355598,1877.98936736336,3510.34365573156,134799.236625946,1741.31673765424,1946.99702827268,2995.09904752124,111881.575568832,185.440997257243,203.349636181901,315.462997193228,11863.0597112806,696.166946410963,1409.17357935668,3659.22823378423,140571.881906829,1025
2024,200.926825394459,111.868554147555,357.911373217762,6.9233397623853,33.079031904841,401.380827924527,62.7891408004616,778.816908531787,5.38332998504132,78.639213283684,1205.32709406998,10.5920015478132,2238.13683908786,2.25111733773821,242.79875495376,114178.99256639,138.478484377652,23617.8297220846,17.8318690247444,1757.39965977955,2851.00459003387,1956.68499275239,3884.91495218957,135289.787471581,1562.95140557309,2016.17933960979,3170.48619839038,107819.107866569,257.623833571929,326.642108517352,518.239357177123,17707.5083763445,710.709124427003,1327.0094205255,3699.10580699715,139710.532301656,1026
2025,199.745625210139,109.840261966454,360.677452411004,6.81450267478827,33.6293765685695,392.801799717032,61.7900943185524,791.327801185506,5.33033769676654,80.4703001882803,1239.12496291936,10.5900490327733,2318.32147673081,2.31081315793538,252.024630203335,115341.551414845,138.823470764891,23363.9852779427,17.7350429423217,1745.62286337963,2865.70543684789,1964.2094618477,3889.455655377,135330.592611178,1571.19479975898,2025.24071152371,3174.91525377899,107853.635958782,258.982170161585,327.701876429227,518.690466601199,17711.0251415294,710.707218830954,1331.72033310614,3822.37193204421,140607.718069874,1026
2024,191.496419257793,106.591162513937,368.313191196259,6.93865951890563,37.638120291082,327.899715107802,58.8007430572153,666.603765775209,3.98301305322849,72.6576791966481,864.262947667842,10.6403854009856,1811.01640540065,1.70118670614457,215.095547431585,115858.58580329,176.680596667006,22720.1966300173,16.2353138891443,1772.50368058848,3175.73832137965,1369.17172451839,2971.90499671819,125674.95264212,1916.44398675052,1611.34830772528,2511.06879266516,103738.896900297,201.931519287288,165.208420880368,261.552518517899,10874.9561116782,710.977552777976,1129.9449161901,2902.71647260721,140544.202024452,1028
2025,190.048398437017,103.374861070933,372.003253175808,6.75092442676876,38.3773114953476,319.038189287625,57.2056022343787,678.620523889695,3.90458714427198,74.5198980667522,894.055870190339,10.5988128893872,1882.77275445896,1.74788554773532,223.750385688736,116977.743925545,176.844697270997,22517.5199170151,16.1628969735579,1763.08373313342,3189.77780096781,1374.88688507116,2975.82875969191,125716.587857805,1924.64870410819,1619.35623226246,2514.97782733172,103775.610652466,202.795464040845,165.706452460362,261.770236378072,10877.0009233115,710.554748605875,1133.28880062272,3012.92570877516,141451.355169938,1028
