"","t","q2","q3","q4","mu1","mu2","mu3","mu4","r","beta_cc","beta_pp","c1","c2","c3","c4","d1","d2","d3","d4","births.deaths.ratio","idx"
"1",2024,0.21525759138925,0.00155657454379016,0.00155657454379016,0.0101113807664908,0.0156878323411967,0.016025641025641,0.016025641025641,0.721194750537332,5.3738760325826,60.4456093482252,0.14409090229855,0.0990848165984751,0.0673385222350206,0.0673385222350206,1.2,2.30066856850744,2.45,2.45,1.44304,1
"2",2024,0.246468387769275,0.00159745617531527,0.00159745617531527,0.00941062465388282,0.0143247773487243,0.016025641025641,0.016025641025641,0.788349262033409,5.12153697130797,59.4422176561944,0.131545918910856,0.0946603038517029,0.0526604356535773,0.0526604356535773,1.2,2.29185153867091,2.31765377851572,2.31765377851572,1.44304,10
"3",2024,0.296440248619285,0.0014856084639924,0.0014856084639924,0.0122733025141367,0.0112779655318343,0.016025641025641,0.016025641025641,0.824148369932061,4.23885239625809,68.6059593844291,0.136992195204178,0.0760671459180169,0.0745176785975858,0.0745176785975858,0.9200844287972,1.22756682376269,1.73618570290961,1.73618570290961,1.44304,1002
"4",2024,0.16636000832551,0.00180119001431358,0.00180119001431358,0.00934513417356237,0.015787672995677,0.016025641025641,0.016025641025641,0.713265811140156,4.73051569150758,66.0909058036572,0.114948000497579,0.0770346359216191,0.0616500678606205,0.0616500678606205,1.0450825108627,1.85330537543692,2.00920031364621,2.00920031364621,1.44304,1003
"5",2024,0.230069772266793,0.00179462327535411,0.00179462327535411,0.0123878840273607,0.0179860762258114,0.016025641025641,0.016025641025641,0.840520354840036,3.71969483662255,64.9668702268049,0.110742187666989,0.0818564449443969,0.0523454966358207,0.0523454966358207,0.866596878809909,1.21832935071278,1.80436079061551,1.80436079061551,1.44304,1004
"6",2024,0.237561106435181,0.00180862170745968,0.00180862170745968,0.0104603687436847,0.0155864231092084,0.016025641025641,0.016025641025641,0.864318966040239,3.00822038552183,65.6772731553126,0.132767825948117,0.099348032696667,0.0594963932458035,0.0594963932458035,0.983106493175288,1.32335240634814,1.39998047947887,1.39998047947887,1.44304,1005
"7",2024,0.239946127122425,0.00153801811621278,0.00153801811621278,0.0114166515229574,0.0165636110217351,0.016025641025641,0.016025641025641,0.726334655940563,5.88917936578523,63.6203946691735,0.137807841955385,0.0713210579521857,0.0601797699276551,0.0601797699276551,1.2,1.57934491567075,1.82858154814114,1.82858154814114,1.44304,1007
"8",2024,0.20874946056016,0.00161599265256633,0.00161599265256633,0.0112381003652283,0.0171041686210103,0.016025641025641,0.016025641025641,0.722187153592783,4.20451661860032,65.0399883589684,0.11927437449334,0.0717534715209153,0.0694306642128543,0.0694306642128543,0.902601773540957,1.69561662382064,1.72025200515398,1.72025200515398,1.44304,1008
"9",2024,0.346711703173764,0.00128077252674641,0.00128077252674641,0.0124375450105154,0.0186574737200955,0.016025641025641,0.016025641025641,0.780002871403079,6.12980679834367,66.408154745691,0.131118507695014,0.0583043336931434,0.0529561751667842,0.0529561751667842,1.2,1.41623985099246,2.0620145866269,2.0620145866269,1.44304,1009
"10",2024,0.296082422642465,0.00123861072006302,0.00123861072006302,0.0119995998519397,0.0151763017450293,0.016025641025641,0.016025641025641,0.693678532424218,6.63924141245994,68.9433652388418,0.119558106893759,0.100691704738579,0.0537883222722624,0.0537883222722624,1.2,1.4574137029382,1.68857708080677,1.68857708080677,1.44304,101
"11",2024,0.32001669561474,0.00120260790422842,0.00120260790422842,0.0123405370699554,0.0158010395306329,0.016025641025641,0.016025641025641,0.693701190001839,8.13343826774024,61.4242322919569,0.118834383625188,0.0748491146262404,0.0511327074564118,0.0511327074564118,1.2,1.46404498301186,2.21261246990337,2.21261246990337,1.44304,1014
"12",2024,0.213108643568421,0.00186563906493215,0.00186563906493215,0.0108566569609211,0.0178641072800234,0.016025641025641,0.016025641025641,0.825657451114607,5.84079594154864,60.2224567808151,0.125861857662362,0.0834840187349397,0.0825441896606478,0.0825441896606478,1.2,1.45420469761904,1.94811174742107,1.94811174742107,1.44304,1015
